"","la","urn","school","school_description","adm_policy","num_pupils","perc_boys","perc_girls","perc_fsm","perc_sec_lang","perc_sen","att8","att8_eng","att8_maths","att8_fsm","att8_nonfsm","school_type","gender","att8_17"
"1179",382,136674,"The Mirfield Free Grammar","ACC","NSE",231,52,48,17,11,7,45.4,10.2,8.7,33.2,47.9,"State School","Mixed",47.8
"1180",382,138111,"BBG Academy","AC","NSE",158,53,47,21,0,16,47.6,10.1,10.1,34.7,51,"State School","Mixed",49.8
"1181",382,107769,"Holmfirth High School","CY","NSE",263,50,50,11,2,12,53.9,11.3,10.5,41.7,55.4,"State School","Mixed",53.7
"1182",382,137424,"Batley Girls High School","ACC","NSE",186,NA,100,31,65,8,51.4,10.8,9.7,47.3,53.1,"State School","Girls",50.4
"1183",382,137352,"Shelley College","ACC","NSE",360,51,49,14,1,11,52.4,11.7,10.3,38.5,54.7,"State School","Mixed",51.1
"1184",382,107775,"Westborough High School","FD","NSE",181,51,49,49,66,22,40.6,8.3,7.3,37.3,43.8,"State School","Mixed",41.2
"1185",382,138959,"Thornhill Community Academy","ACC","NSE",175,62,38,31,45,15,44.1,9,9,38.9,46.5,"State School","Mixed",44.4
"1186",382,107778,"Spen Valley High School","FD","NSE",177,50,50,32,16,6,39.4,8,8.2,31.8,42.9,"State School","Mixed",37.5
"1187",382,107780,"Whitcliffe Mount School","VC","NSE",234,53,47,32,3,19,42.3,8.7,8.1,34.6,46,"State School","Mixed",41.9
"1188",382,107782,"All Saints Catholic College Specialist in Humanities","VA","NSE",128,53,47,33,14,7,40.6,8.6,8,28.8,46.3,"State School","Mixed",40.1
"1189",382,141470,"St John Fisher Catholic Voluntary Academy","ACC","NSE",197,47,53,19,5,12,44.5,9.2,9.2,38.7,45.9,"State School","Mixed",42.8
"1190",382,136502,"North Huddersfield Trust School","FD","NSE",118,52,48,53,36,27,35.1,7.9,6.4,32.5,38,"State School","Mixed",35.7
"1191",382,136283,"Heckmondwike Grammar School","ACC","SEL",201,51,49,9,35,5,72.9,14.1,14.8,68,73.4,"Grammar School","Mixed",72.7
"1192",382,137487,"Batley Grammar School","F","NSE",85,57,44,19,46,8,47.3,11.2,8.6,41,48.8,"State School","Mixed",49.5
"1193",382,107797,"Woodley School and College","CYS",NA,12,75,25,50,8,NA,0.4,0,0,0.8,0,"Special School","Mixed",1.4
"1194",382,107799,"Ravenshall School","CYS",NA,25,56,44,52,28,NA,0.9,0,0,1.3,0.5,"Special School","Mixed",1.1
"1195",382,107801,"Southgate School","CYS",NA,15,60,40,73,7,NA,0.4,0,0.4,NA,NA,"Special School","Mixed",NA
"1196",382,143227,"Joseph Norton Academy","ACCS",NA,9,100,0,89,0,NA,10.6,2.2,4.7,NA,NA,"Special School","Boys",9.3
"1197",383,136826,"Leeds East Academy","AC","NSE",119,49,51,71,20,5,34,7,6.5,32.8,36.9,"State School","Mixed",39.8
"1198",383,108055,"Lawnswood School","CY","NSE",145,50,50,43,37,9,42.3,9.3,7.8,33.7,48.8,"State School","Mixed",44.8
"1199",383,137577,"The Farnley Academy","AC","NSE",224,51,49,29,7,3,52,10.7,10.3,46.4,54.2,"State School","Mixed",48.2
"1200",383,108057,"Allerton High School","CY","NSE",196,47,53,20,17,14,57.8,11.6,11.2,46.1,60.7,"State School","Mixed",55
"1201",383,139054,"Swallow Hill Community College","AC","NSE",91,52,48,62,42,19,33.9,7.5,6.7,29.1,41.6,"State School","Mixed",32.4
"1202",383,108058,"Allerton Grange School","CY","NSE",239,53,47,33,22,11,43.1,9.1,8.7,39.2,44.9,"State School","Mixed",42.8
"1203",383,108059,"Carr Manor Community School, Specialist Sports College","FD","NSE",156,58,42,53,33,35,44.2,9.3,8.2,40.5,48.4,"State School","Mixed",40.4
"1204",383,108064,"Temple Moor High School Science College","FD","NSE",220,45,55,28,5,8,45.5,10.2,7.9,33,50.4,"State School","Mixed",47.3
"1205",383,142585,"Cockburn School","ACC","NSE",244,51,49,41,19,11,45.1,9.2,8.7,40,48.6,"State School","Mixed",47.4
"1206",383,139282,"John Smeaton Academy","AC","NSE",139,53,48,48,4,8,31.3,7.1,6.8,24.6,37.4,"State School","Mixed",37.3
"1207",383,139646,"Leeds City Academy","AC","NSE",94,52,48,44,67,14,34.4,7.6,6.1,34,34.8,"State School","Mixed",37.1
"1208",383,108075,"Ralph Thoresby School","FD","NSE",132,52,48,36,17,20,39.3,8.3,7.4,36.2,41,"State School","Mixed",39.1
"1209",383,108076,"Roundhay School","CY","NSE",258,56,44,23,19,16,52.8,11.4,10.4,42.3,55.9,"State School","Mixed",50.9
"1210",383,137065,"Co-op Academy Leeds","AC","NSE",160,53,47,63,68,14,34.8,8.3,6,32.2,39.1,"State School","Mixed",34.2
"1211",383,139773,"Leeds Jewish Free School","F","NSE",14,36,64,21,14,14,45.8,10,9.3,NA,NA,"State School","Mixed",54.3
"1212",383,140565,"The Ruth Gorse Academy","F","NR",86,45,55,62,27,19,49.7,9.9,9,48,52.6,"State School","Mixed",NA
"1213",383,142056,"Bruntcliffe Academy","AC","NSE",113,44,56,50,5,7,43.5,9.1,8,39.4,47.8,"State School","Mixed",43.7
"1214",383,142604,"University Technical College Leeds","UTC","NR",109,78,22,28,15,6,42.5,8.6,9,37.1,44.7,"State School","Mixed",32.9
"1215",383,144809,"Bishop Young Church of England Academy","AC","NSE",146,43,58,57,21,12,33.9,7.7,6.4,31.6,36.8,"State School","Mixed",28.7
"1216",383,145927,"Cockburn John Charles Academy","AC","NR",142,49,51,54,48,23,40.6,8.4,7.1,34.3,48,"State School","Mixed",NA
"1217",383,136392,"The Morley Academy","ACC","NSE",265,53,47,20,6,4,54.1,10.9,10.5,45.4,56.2,"State School","Mixed",53.9
"1218",383,108079,"Pudsey Grangefield School","FD","NSE",196,50,51,27,7,9,48,10,8.6,39.4,51.2,"State School","Mixed",48.5
"1219",383,138336,"Rodillian Academy","ACC","NSE",269,45,55,23,3,12,48,10.6,9.5,37.6,51.2,"State School","Mixed",48.6
"1220",383,108081,"Royds School","FD","NSE",152,42,58,45,3,5,39.9,9.6,7.9,32.6,45.8,"State School","Mixed",41.6
"1221",383,137383,"Woodkirk Academy","ACC","NSE",289,52,48,18,7,5,51.5,10.5,10.5,42.3,53.5,"State School","Mixed",51
"1222",383,108083,"Benton Park School","CY","NSE",209,56,45,15,7,6,48,10.4,9.2,34.2,50.4,"State School","Mixed",47.3
"1223",383,138304,"Crawshaw Academy","AC","NSE",182,58,42,27,1,15,40.4,9,8.1,31,43.9,"State School","Mixed",43.3
"1224",383,108085,"Guiseley School","FD","NSE",223,53,47,14,3,12,48.2,10.4,9.7,34.4,50.4,"State School","Mixed",47.9
"1225",383,144588,"Co-op Academy Priesthorpe","ACC","NSE",188,57,43,38,32,11,41.9,9,8.6,36.3,45.4,"State School","Mixed",41.3
"1226",383,108088,"Wetherby High School","FD","NSE",81,49,51,21,11,12,48.5,11.1,9.4,35.9,51.9,"State School","Mixed",48.1
"1227",383,136343,"Garforth Academy","ACC","NSE",300,55,45,13,3,16,51.8,12.1,10,37.9,53.8,"State School","Mixed",52.1
"1228",383,143238,"Brigshaw High School","ACC","NSE",219,49,51,19,2,11,45.6,10.3,8.6,29.5,49.3,"State School","Mixed",44.7
"1229",383,146217,"Boston Spa Academy","ACC","NSE",108,47,53,21,2,8,54.3,11.3,11.5,39,58.4,"State School","Mixed",NA
"1230",383,137775,"Horsforth School","ACC","NSE",222,56,44,18,5,9,53.9,11.5,10.8,39,57.1,"State School","Mixed",52.9
"1231",383,137704,"Otley Prince Henry's Grammar School Specialist Language College","ACC","NSE",221,53,47,12,4,9,54.7,11.2,10.8,47.7,55.6,"State School","Mixed",53.4
"1232",383,139351,"St. Mary's Menston, a Catholic Voluntary Academy","ACC","NSE",188,51,50,6,2,9,56.6,12.1,10.6,36.5,57.9,"State School","Mixed",56.1
"1233",383,108095,"Cardinal Heenan Catholic High School","VA","NSE",177,48,52,21,27,7,51.9,10.5,10.1,41.2,54.7,"State School","Mixed",49.7
"1234",383,108096,"Corpus Christi Catholic College","VA","NSE",190,57,43,33,14,6,46.7,9.9,9.6,32,53.8,"State School","Mixed",42.3
"1235",383,108097,"Mount St Mary's Catholic High School","VA","NSE",174,50,50,48,47,18,42.3,8.9,8.5,39.3,45,"State School","Mixed",39.9
"1236",383,137083,"Abbey Grange Church of England Academy","ACC","NSE",240,50,50,26,23,8,52.4,11.3,10.3,43.7,55.4,"State School","Mixed",56.7
"1237",383,135935,"Leeds West Academy","AC","NSE",200,54,46,51,7,18,42.2,8.7,8.3,35.6,49.2,"State School","Mixed",40.5
"1238",383,135771,"Leeds City College","FESI",NA,161,55,45,3,NA,NA,11.4,3.4,3.6,NA,NA,"State School","Mixed",13.3
"1239",383,138380,"Lighthouse School Leeds","FS",NA,9,89,11,44,11,NA,1.8,0.7,0,NA,NA,"Special School","Mixed",3.6
"1240",383,142630,"Springwell Leeds Academy","ACS",NA,43,93,7,91,2,NA,2.6,0.8,1.7,NA,NA,"Special School","Mixed",NA
"1241",383,108119,"John Jamieson School","CYS",NA,21,76,24,67,29,NA,0.6,0,0,0.5,0.8,"Special School","Mixed",3.6
"1242",383,108133,"West Oaks SEN Specialist School and College","CYS",NA,22,64,36,55,0,NA,0.4,0,0,0,0.8,"Special School","Mixed",NA
"1243",383,134885,"North West Specialist Inclusive Learning Centre","CYS",NA,19,68,32,53,21,NA,3.6,0.2,1.7,6.4,0.4,"Special School","Mixed",1.2
"1244",383,134884,"West Specialist Inclusive Learning Centre","CYS",NA,22,59,41,64,9,NA,0.2,0.1,0.1,0.2,0.3,"Special School","Mixed",1.5
"1245",384,138593,"The Featherstone Academy","AC","NSE",68,52,49,49,2,15,38.6,8.6,7.9,32.8,44.1,"State School","Mixed",38.8
"1246",384,108271,"Kettlethorpe High School, A Specialist Maths and Computing College","CY","NSE",302,44,56,15,10,12,49.2,10.9,9.8,30.5,52.5,"State School","Mixed",42.9
"1247",384,145579,"Cathedral Academy","ACC","NR",105,39,61,39,18,10,50.7,10.5,8.9,44.5,54.7,"State School","Mixed",NA
"1248",384,136394,"Outwood Academy City Fields","ACC","NSE",125,53,47,43,61,10,47.3,10.9,9.3,43.1,50.4,"State School","Mixed",40
"1249",384,145937,"Outwood Academy Freeston","ACC","NSE",150,53,47,27,3,13,41.3,9.4,8.4,32.7,44.5,"State School","Mixed",NA
"1250",384,145938,"Outwood Academy Hemsworth","AC","NR",217,52,48,38,1,16,38.2,9.2,8,28.7,43.9,"State School","Mixed",NA
"1251",384,136633,"Castleford Academy","ACC","NSE",248,51,49,28,4,11,48.4,9.8,10,40.7,51.5,"State School","Mixed",48.7
"1252",384,139500,"The King's School","ACC","NSE",194,49,51,23,2,8,47.3,9.7,9.3,34,51.2,"State School","Mixed",47.5
"1253",384,136462,"Ossett Academy and Sixth Form College","ACC","NSE",269,50,50,19,3,6,48.4,10.4,9.9,37.1,51.1,"State School","Mixed",48.9
"1254",384,136613,"Airedale Academy","ACC","NSE",137,44,56,47,4,12,38.3,8.5,7.5,30.6,45.4,"State School","Mixed",39.7
"1255",384,139501,"Carleton High School","ACC","NSE",149,45,55,30,1,8,46.3,10,9.2,32.9,52.1,"State School","Mixed",43.7
"1256",384,138707,"Horbury Academy","ACC","NSE",201,52,48,27,7,20,42.5,8.8,9,32.7,46.1,"State School","Mixed",40.9
"1257",384,137001,"Crofton Academy","ACC","NSE",188,49,51,21,0,19,47.1,10.1,8.8,40.2,48.9,"State School","Mixed",46.4
"1258",384,137011,"Minsthorpe Community College, A Specialist Science College","ACC","NSE",239,53,47,29,1,24,41.9,10,7.7,36.1,44.3,"State School","Mixed",42
"1259",384,138006,"De Lacy Academy","ACC","NSE",88,49,51,36,1,10,50.5,12,8.7,48.1,51.8,"State School","Mixed",48.5
"1260",384,138951,"St Wilfrid's Catholic High School & Sixth Form College: A Voluntary Academy","ACC","NSE",242,53,47,12,3,11,48.3,10.4,9.8,41.6,49.2,"State School","Mixed",45.5
"1261",384,138950,"St Thomas a Becket Catholic Secondary School, A Voluntary Academy","ACC","NSE",137,47,53,29,20,24,43.5,9.3,8.2,32.4,48,"State School","Mixed",42.7
"1262",384,135961,"Outwood Grange Academy","AC","NSE",356,50,50,14,7,6,50.2,11.5,10.5,40,51.8,"State School","Mixed",49.5
"1263",384,141860,"Hall Cliffe School","INDSPEC",NA,7,71,29,NA,NA,NA,6.3,1.4,2.9,NA,NA,"Special School","Mixed",3.9
"1264",384,131136,"Denby Grange School","INDSPEC",NA,14,79,21,NA,NA,NA,0.8,0.4,0,NA,NA,"Special School","Mixed",2.6
"1265",384,135216,"Meadowcroft School","INDSPEC",NA,18,83,17,NA,NA,NA,0.5,0.5,0,NA,NA,"Special School","Mixed",0
"1266",384,108311,"Highfield School","FDS",NA,26,54,46,46,0,NA,0.4,0,0.3,0,0.7,"Special School","Mixed",0.3
"1267",384,131526,"High Well School","CYS",NA,9,78,22,100,0,NA,2.6,0.3,2.2,2.6,NA,"Special School","Mixed",2
"1268",390,140035,"Thomas Hepburn Community Academy","AC","NSE",70,54,46,60,9,11,40.1,10.2,8.5,34.3,48.7,"State School","Mixed",35.6
"1269",390,141185,"Thorp Academy","AC","NSE",150,50,50,24,1,9,49.2,10.3,10.3,40,52.1,"State School","Mixed",47.3
"1270",390,145490,"Heworth Grange School","AC","NSE",188,54,46,45,2,5,38.8,8.5,7,32.2,44,"State School","Mixed",NA
"1271",390,137942,"Lord Lawson of Beamish Academy","ACC","NSE",242,48,52,28,2,8,44.4,9.8,8.3,34.6,48.3,"State School","Mixed",46.8
"1272",390,137360,"Whickham School","ACC","NSE",231,51,49,23,2,3,52.2,10.3,9.6,42,55.2,"State School","Mixed",49
"1273",390,108410,"Kingsmeadow Community Comprehensive School","CY","NSE",119,55,45,56,7,12,41,8.3,7.4,38.7,43.9,"State School","Mixed",42.8
"1274",390,137898,"Joseph Swan Academy","ACC","NSE",132,46,55,45,13,8,43.8,9.7,7.7,39.5,47.2,"State School","Mixed",40.3
"1275",390,137852,"Cardinal Hume Catholic School","ACC","NSE",208,43,57,29,9,4,53.2,11,10.5,46,56.2,"State School","Mixed",53.8
"1276",390,137851,"St Thomas More Catholic School","ACC","NSE",227,41,59,17,3,13,53.1,10.7,9.7,47,54.3,"State School","Mixed",52.1
"1277",390,108420,"Emmanuel College","CTC","NSE",211,52,48,17,12,2,57.5,11.5,11.2,51.3,58.7,"State School","Mixed",57.7
"1278",390,138652,"The Cedars Academy","ACCS",NA,19,53,47,37,0,NA,4.3,2,0.3,0.3,6.6,"Special School","Mixed",1.2
"1279",390,108426,"Furrowfield School","CYS",NA,14,93,7,86,0,NA,3.6,1.1,1,NA,NA,"Special School","Mixed",7.9
"1280",391,140965,"Studio West","SS","NR",28,57,43,79,4,14,40.1,8.6,7.5,38.6,45.7,"Special School","Mixed",40.6
"1281",391,136352,"Gosforth Academy","ACC","NSE",363,49,51,22,17,12,53.2,10.6,10.2,42.9,56,"State School","Mixed",55.6
"1282",391,108524,"Walbottle Campus","CY","NSE",295,57,43,42,3,6,35.1,8.3,6.5,26.5,41.5,"State School","Mixed",37.5
"1283",391,145528,"Walker Riverside Academy","ACC","NSE",207,46,54,56,7,12,38.2,8.1,7.7,34.4,43,"State School","Mixed",NA
"1284",391,144271,"Benfield School","ACC","NSE",113,48,52,61,10,14,36.9,8.2,7.6,33.8,41.7,"State School","Mixed",35.9
"1285",391,138120,"Kenton School","ACC","NSE",290,53,47,46,13,4,40.5,8.5,8,33.3,46.7,"State School","Mixed",39.9
"1286",391,108531,"Heaton Manor School","FD","NSE",259,58,42,36,17,12,45.9,9.5,9.6,35.7,51.6,"State School","Mixed",47.7
"1287",391,140081,"St Mary's Catholic School","ACC","NSE",192,54,46,22,18,9,54.6,11.9,10.5,44.4,57.5,"State School","Mixed",55
"1288",391,137900,"St Cuthbert's High School","ACC","NSE",178,100,NA,26,21,9,52.2,11.2,9.7,41,56.2,"State School","Boys",55.8
"1289",391,137708,"Sacred Heart Catholic High School","ACC","NSE",211,NA,100,31,23,17,52.7,11.6,8.7,43.5,56.8,"State School","Girls",54.5
"1290",391,135423,"Excelsior Academy","AC","NSE",194,50,50,53,47,33,31.7,6.7,6.1,32.6,30.6,"State School","Mixed",32.2
"1291",391,141865,"Trinity Academy Newcastle","ACCS",NA,27,93,7,89,0,NA,6.7,1.8,2.4,NA,NA,"Special School","Mixed",9.4
"1292",391,131987,"Sir Charles Parsons School","FDS",NA,19,68,32,68,16,NA,0.3,0,0,0,1,"Special School","Mixed",0.8
"1293",391,133779,"Talbot House Trust","NMSS",NA,12,92,8,NA,NA,NA,6.3,0.8,1.3,NA,NA,"Special School","Mixed",NA
"1294",392,139658,"Kings Priory School","AC","NSE",115,47,53,12,7,15,56,11.8,11.2,51.7,56.5,"State School","Mixed",57.3
"1295",392,144279,"North Gosforth Academy","AC",NA,95,61,39,30,2,13,42.4,9.1,8.3,35.1,45.5,"State School","Mixed",NA
"1296",392,108627,"Marden High School","FD","NSE",132,50,50,15,5,14,51.8,11.6,10.3,35.3,54.7,"State School","Mixed",48
"1297",392,108628,"Norham High School","FD","NSE",60,45,55,62,3,15,30.4,6.9,6.5,28.5,33.5,"State School","Mixed",30.8
"1298",392,108638,"Whitley Bay High School","FD","NSE",360,53,47,9,4,10,54.6,11.3,11,44.3,55.6,"State School","Mixed",53.9
"1299",392,108639,"George Stephenson High School","FD","NSE",193,52,48,23,2,5,46.4,9.9,8.7,36.6,49.2,"State School","Mixed",48.3
"1300",392,108640,"Burnside College","FD","NSE",194,47,53,30,9,7,44.7,9.6,7.9,37.8,47.6,"State School","Mixed",42.4
"1301",392,108641,"Churchill Community College","FD","NSE",144,55,45,34,2,13,40.7,8.3,7.8,32.8,44.7,"State School","Mixed",41.9
"1302",392,108642,"Monkseaton High School","FD","NSE",113,55,45,34,4,12,41.2,8.6,7.9,35.7,44.1,"State School","Mixed",43.1
"1303",392,108644,"John Spence Community High School","FD","NSE",163,47,53,35,3,12,43.4,8.9,8.7,41,44.7,"State School","Mixed",42.1
"1304",392,108645,"Longbenton High School","FD","NSE",130,53,47,24,2,8,42.8,9.3,8.7,33.2,45.8,"State School","Mixed",43
"1305",392,137734,"St Thomas More Roman Catholic Academy","ACC","NSE",263,49,51,19,8,9,47.6,10,9.2,35.1,50.6,"State School","Mixed",48
"1306",392,108653,"Southlands School","FDS",NA,25,76,24,80,4,NA,0.3,0,0,NA,NA,"Special School","Mixed",1.4
"1307",392,108657,"Percy Hedley School","NMSS",NA,19,68,32,NA,NA,NA,0.5,0,0.5,NA,NA,"Special School","Mixed",NA
"1308",392,133432,"Silverdale School","FDS",NA,9,100,0,100,0,NA,5.9,0.9,1.1,5.9,NA,"Special School","Boys",3.4
"1309",393,144204,"Harton Academy","ACC","NSE",265,50,50,43,13,17,46.8,9.6,8.9,39.9,52.1,"State School","Mixed",47.5
"1310",393,108727,"Mortimer Community College","CY","NSE",152,53,47,54,13,12,42.4,9.1,7.5,42,42.8,"State School","Mixed",41.1
"1311",393,108730,"Boldon School","CY","NSE",112,50,50,41,0,55,46.9,9.8,8.6,43.3,49.4,"State School","Mixed",48.3
"1312",393,108731,"Hebburn Comprehensive School","CY","NSE",112,48,52,51,0,15,36.9,8.1,7.6,30.1,44,"State School","Mixed",40.7
"1313",393,133725,"Jarrow School","FD","NSE",143,54,46,41,1,23,41.1,8.8,8,34.9,45.4,"State School","Mixed",42.8
"1314",393,139878,"St Joseph's Catholic Academy","ACC","NSE",190,43,57,25,3,19,48,10.2,8.5,38,51.3,"State School","Mixed",46.1
"1315",393,142601,"St Wilfrid's RC College","ACC","NSE",171,54,46,29,5,12,50.4,10.3,9.1,42.5,53.6,"State School","Mixed",53.4
"1316",393,136386,"Whitburn Church of England Academy","ACC","NSE",191,53,47,17,1,10,52.5,10.8,9.9,36.9,55.7,"State School","Mixed",51
"1317",393,131756,"South Shields School","CY","NSE",106,47,53,60,2,22,42.6,9.2,8.3,40.4,45.9,"State School","Mixed",40.1
"1318",393,130555,"Tyne Coast College","FESI",NA,61,79,21,8,NA,NA,0.6,0.2,0.4,NA,NA,"State School","Mixed",2.7
"1319",393,108738,"Bamburgh School","CYS",NA,17,47,53,59,0,NA,7.5,2.4,1.6,5.9,9.9,"Special School","Mixed",11.3
"1320",393,108741,"Epinay Business and Enterprise School","FDS",NA,23,78,22,78,4,NA,0.6,0,0,NA,NA,"Special School","Mixed",1.1
"1321",393,134813,"Park View School","CYS",NA,12,83,17,100,0,NA,10.3,3,2.5,10.3,NA,"Special School","Mixed",16.8
"1322",394,141986,"Sandhill View Academy","AC",NA,166,57,43,52,1,14,38.1,8.4,7.4,35,41.5,"State School","Mixed",41.4
"1323",394,144990,"Thornhill Academy","AC","NSE",114,54,46,43,24,21,40.2,8.9,7.3,32.4,46.1,"State School","Mixed",43.5
"1324",394,145477,"Academy 360","AC","NR",82,52,48,59,0,20,35.7,7.6,6.2,33.9,38.2,"State School","Mixed",NA
"1325",394,139852,"Farringdon Community Academy","ACC","NSE",136,47,53,33,0,11,37.6,8.3,7.7,27.5,42.6,"State School","Mixed",39.6
"1326",394,140461,"Monkwearmouth Academy","ACC","NSE",156,54,46,24,1,10,40.9,9,8.2,31.6,43.9,"State School","Mixed",39.7
"1327",394,138103,"Southmoor Academy","ACC","NSE",202,51,50,36,7,3,43.8,10,8.6,36.7,47.8,"State School","Mixed",50.1
"1328",394,108862,"Hetton School","CY","NSE",112,48,52,39,0,13,39.5,9.3,7.4,30.7,45.1,"State School","Mixed",40.1
"1329",394,138923,"Oxclose Community Academy","ACC","NSE",221,54,46,29,1,16,45.9,9.7,8.6,38,49.2,"State School","Mixed",41.8
"1330",394,144937,"Washington Academy","ACC","NSE",104,50,50,54,3,29,34.3,7.2,6.4,32.3,36.6,"State School","Mixed",39
"1331",394,139839,"Biddick Academy","ACC","NSE",216,57,43,28,0,21,43.6,8.9,8.6,33.8,47.4,"State School","Mixed",45.1
"1332",394,137262,"Kepier","ACC","NSE",205,56,44,30,1,13,45.5,9.2,8.8,37.7,48.9,"State School","Mixed",40.4
"1333",394,139184,"Venerable Bede Church of England Academy","ACC","NSE",172,51,49,23,0,16,46.4,10.5,8.5,36.1,49.5,"State School","Mixed",44
"1334",394,139538,"St Aidan's Catholic Academy","ACC","NSE",148,100,NA,16,18,12,50.4,10.8,10,36.2,53,"State School","Boys",51.1
"1335",394,108870,"St Robert of Newminster Roman Catholic School","VA","NSE",212,56,44,15,1,11,52.2,11.5,9.7,46.1,53.3,"State School","Mixed",53.3
"1336",394,138054,"St Anthony's Girls' Catholic Academy","ACC","NSE",201,NA,100,27,17,10,52.2,11.4,9.8,43.7,55.3,"State School","Girls",54.3
"1337",394,138567,"Christ's College","F","NSE",43,51,49,19,5,9,52.8,11.1,9.2,44.6,54.7,"State School","Mixed",46.6
"1338",394,135818,"Castle View Enterprise Academy","AC","NSE",110,46,54,36,3,18,42.5,9.3,9.1,28.9,50.3,"State School","Mixed",41.3
"1339",394,135878,"Red House Academy","AC","NSE",110,50,50,56,2,14,39.7,9.1,7.8,34,47,"State School","Mixed",34.8
"1340",394,142331,"The New Bridge Academy","ACCS","NR",27,93,7,82,0,NA,3.8,1,1.7,NA,NA,"Special School","Mixed",1.2
"1341",394,143532,"Ashbrooke School","INDSPEC",NA,14,64,36,NA,NA,NA,10.1,2.9,3.7,NA,NA,"Special School","Mixed",NA
"1342",394,138530,"Barbara Priestman Academy","ACCS",NA,20,75,25,50,0,NA,6.9,1,3.4,4.6,9.1,"Special School","Mixed",1
"1343",420,133554,"The Five Islands School","VC","NSE",14,71,29,21,0,21,52.4,11.4,10,NA,NA,"State School","Mixed",64.8
"1344",800,138985,"Broadlands Academy","AC","NSE",87,56,44,45,3,8,33,7.1,6.9,26.7,38.2,"State School","Mixed",38.7
"1345",800,140944,"The Bath Studio School","SS","NR",41,63,37,68,0,29,28.1,5.1,5.7,22.5,40,"Special School","Mixed",26.1
"1346",800,142125,"Mendip Studio School","SS","NR",58,88,12,21,0,17,39.8,8,7.7,30,42.3,"Special School","Mixed",42.5
"1347",800,142127,"IKB Academy","SS","NR",67,87,13,13,0,4,45.2,8.5,8.9,43.1,45.5,"Special School","Mixed",47.5
"1348",800,136966,"Hayesfield Girls School","ACC","NSE",177,NA,100,10,5,5,57.7,12.1,10.6,51.8,58.4,"State School","Girls",60.3
"1349",800,136335,"Norton Hill Academy","ACC","NSE",220,56,44,14,3,15,51.6,10.5,9.5,46.5,52.4,"State School","Mixed",51.7
"1350",800,145482,"Chew Valley School","ACC","NSE",172,52,48,14,0,12,48.1,10.5,9.3,32.1,50.8,"State School","Mixed",NA
