"","la","urn","school","school_description","adm_policy","num_pupils","perc_boys","perc_girls","perc_fsm","perc_sec_lang","perc_sen","att8","att8_eng","att8_maths","att8_fsm","att8_nonfsm","school_type","gender","att8_17"
"985",357,106271,"St Thomas More RC College","VA","NSE",150,39,61,29,5,13,49.3,10.5,9.9,41.4,52.5,"State School","Mixed",53.2
"986",357,139735,"All Saints Catholic College","ACC","NSE",118,36,64,36,6,5,43,10,7.9,33.4,48.3,"State School","Mixed",41.9
"987",357,136273,"Audenshaw School","ACC","NSE",182,100,NA,21,10,4,54,11.2,10.9,52.6,54.4,"State School","Boys",49.1
"988",357,137020,"West Hill School","ACC","NSE",168,100,NA,17,7,11,43.4,9,9.3,33.6,45.4,"State School","Boys",46.4
"989",357,136593,"Fairfield High School for Girls","ACC","NSE",186,NA,100,18,17,9,53.2,11.6,10,51.4,53.6,"State School","Girls",54.3
"990",357,135508,"Great Academy Ashton","AC","NSE",237,46,54,43,38,13,39.1,8.5,7.5,32,44.3,"State School","Mixed",39.8
"991",357,135864,"Droylsden Academy","AC","NSE",145,64,36,49,16,14,47.2,10.6,8.8,40.2,53.9,"State School","Mixed",40.9
"992",358,138124,"Broadoak School","ACC","NSE",79,42,58,46,8,33,40.7,8.1,7.7,35.1,45.4,"State School","Mixed",41.8
"993",358,136965,"Flixton Girls School","ACC","NSE",170,NA,100,21,14,14,46,10.5,8.3,38.3,48,"State School","Girls",49.1
"994",358,106365,"Lostock High School","CY","NSE",66,56,44,41,27,14,37.1,8.3,7.4,33.1,39.9,"State School","Mixed",38.6
"995",358,136378,"Wellacre Technology Academy","ACC","NSE",133,100,NA,23,3,13,43.9,8.7,8.7,37.1,46,"State School","Boys",41.7
"996",358,138614,"Altrincham College","ACC","NSE",161,47,53,27,5,6,45.8,10.3,8.7,41.1,47.5,"State School","Mixed",46.5
"997",358,106368,"Stretford Grammar School","FD","SEL",127,53,47,19,42,7,67.8,13.7,13.3,69.4,67.5,"Grammar School","Mixed",70.3
"998",358,106370,"Stretford High School","FD","NSE",156,63,37,40,76,21,47.9,10.3,9,47.5,48.2,"State School","Mixed",45.7
"999",358,136498,"Sale Grammar School","ACC","SEL",180,58,42,3,8,3,72,13.7,14.4,73.3,72,"Grammar School","Mixed",71.4
"1000",358,106372,"St Antony's Catholic College","VA","NSE",101,55,45,40,6,13,41.1,8.8,7.9,37.4,43.5,"State School","Mixed",44.5
"1001",358,136377,"Wellington School","ACC","NSE",237,49,52,10,6,14,54.6,11.7,10.3,42.8,55.9,"State School","Mixed",52.7
"1002",358,138123,"Ashton-on-Mersey School","ACC","NSE",253,57,43,16,6,18,46.2,10.2,9.2,35.5,48.2,"State School","Mixed",49.1
"1003",358,106375,"Sale High School","FD","NSE",118,42,59,36,15,17,47.5,10.2,9,39.9,51.7,"State School","Mixed",48
"1004",358,106376,"Blessed Thomas Holford Catholic College","VA","NSE",193,56,44,18,6,16,47.7,10.7,9.3,41.3,49.1,"State School","Mixed",48.6
"1005",358,136458,"Altrincham Grammar School for Boys","ACC","SEL",170,100,NA,2,10,2,78,14.8,16.1,NA,NA,"Grammar School","Boys",78.8
"1006",358,136297,"Urmston Grammar Academy","ACC","SEL",150,53,47,9,15,11,70,14.1,13.5,66.5,70.4,"Grammar School","Mixed",69.6
"1007",358,137289,"Altrincham Grammar School for Girls","ACC","SEL",206,NA,100,2,11,2,78.6,15.6,15.4,NA,NA,"Grammar School","Girls",78.4
"1008",358,138134,"Saint Ambrose College","ACC","SEL",138,100,NA,6,1,7,69.1,14,14,71.4,69,"Grammar School","Boys",69.7
"1009",358,138464,"Loreto Grammar School","ACC","SEL",157,NA,100,5,7,5,73.3,14.7,13.6,62.6,73.8,"Grammar School","Girls",73.3
"1010",358,143104,"North Cestrian School","F",NA,69,52,48,12,7,28,49.6,10.6,10.3,46.3,50,"State School","Mixed",51
"1011",358,142288,"Manor Academy Sale","ACCS",NA,24,79,21,50,0,NA,0.3,0,0.3,0.7,0,"Special School","Mixed",0.3
"1012",358,131885,"Egerton High School","CYS",NA,20,65,35,85,0,NA,3.5,1.6,1.8,NA,NA,"Special School","Mixed",4.3
"1013",358,106167,"St John Vianney School","NMSS",NA,8,88,13,NA,NA,NA,1.5,0,1.3,NA,NA,"Special School","Mixed",0.4
"1014",359,137783,"Lowton Church of England High School","FD","NSE",91,62,39,34,4,16,46.7,9.8,8.5,37,51.7,"State School","Mixed",48
"1015",359,138233,"Atherton Community School","F","NSE",70,63,37,41,3,13,36.8,8.1,7.7,30.6,41.2,"State School","Mixed",34.5
"1016",359,138229,"Wigan UTC","UTC","NSE",39,41,59,39,0,21,32.8,7.8,6.9,28.2,35.7,"State School","Mixed",37
"1017",359,141746,"Rose Bridge Academy","AC","NSE",118,59,42,54,8,15,37.5,7.9,7.5,34.3,41.4,"State School","Mixed",33.7
"1018",359,144519,"Dean Trust Wigan","AC","NR",129,56,44,48,7,30,40.3,8.7,7.7,32,48.1,"State School","Mixed",40.9
"1019",359,146087,"The Westleigh School","AC","NSE",140,51,49,39,5,9,38.6,8.5,7.5,30.6,43.7,"State School","Mixed",NA
"1020",359,106521,"Cansfield High School","CY","NSE",170,49,51,23,3,8,44.8,9.6,8.9,37.7,46.9,"State School","Mixed",41.4
"1021",359,106523,"Bedford High School","CY","NSE",180,51,49,34,8,12,39.4,9.3,7.6,33.6,42.5,"State School","Mixed",40.4
"1022",359,106525,"Golborne High School","FD","NSE",159,56,44,19,2,9,54.2,12.8,10,49.8,55.2,"State School","Mixed",53.5
"1023",359,137448,"Fred Longworth High School","ACC","NSE",242,55,45,22,2,10,47.8,10,9.4,36.9,50.7,"State School","Mixed",47.5
"1024",359,106528,"Hindley High School","FD","NSE",177,50,50,32,2,23,42.1,9.1,8,38.4,43.9,"State School","Mixed",41.3
"1025",359,106529,"Shevington High School","CY","NSE",127,58,43,7,1,6,50,10.7,9.6,39.7,50.8,"State School","Mixed",46.7
"1026",359,143812,"Standish Community High School","ACC","NSE",246,54,46,14,1,9,54.7,12.4,10.4,40,57.2,"State School","Mixed",NA
"1027",359,138110,"Hawkley Hall High School","ACC","NSE",191,52,48,16,2,10,47.8,10.6,8.9,39.4,49.3,"State School","Mixed",44.1
"1028",359,138699,"The Byrchall High School","ACC","NSE",151,55,45,28,5,11,48.7,11,10.2,39.1,52.4,"State School","Mixed",50.4
"1029",359,106534,"The Deanery Church of England High School and Sixth Form College","VA","NSE",225,50,50,35,9,12,40.6,8.7,7.5,30.4,46,"State School","Mixed",44
"1030",359,106535,"St John Fisher Catholic High School","VA","NSE",187,49,51,31,6,17,41.2,8.7,8.1,36.6,43.3,"State School","Mixed",42.1
"1031",359,106537,"St Peter's Catholic High School","VA","NSE",182,56,44,11,1,10,50.5,10.5,10.3,36.5,52.2,"State School","Mixed",52.4
"1032",359,106538,"St Mary's Catholic High School","VA","NSE",238,52,48,18,3,10,48.5,10.4,9.1,38.3,50.7,"State School","Mixed",47.3
"1033",359,106540,"St Edmund Arrowsmith Catholic High School, Ashton-in-Makerfield","VA","NSE",237,44,56,8,1,9,52.3,11.4,9.4,46.3,52.8,"State School","Mixed",53.3
"1034",359,135557,"Cambian Tyldesley School","INDSPEC",NA,19,68,32,NA,NA,NA,1.5,0.5,0.9,NA,NA,"Special School","Mixed",1.2
"1035",359,131530,"Oakfield High School and College","CYS",NA,18,89,11,72,0,NA,5.6,0.7,1.1,NA,NA,"Special School","Mixed",6.6
"1036",359,135199,"Newbridge Learning Community","CYS",NA,22,96,5,86,0,NA,8.5,3.2,2.3,NA,NA,"Special School","Mixed",17.8
"1037",370,139210,"Outwood Academy Carlton","AC","NSE",155,47,53,52,5,16,41.2,10,8,36,46.7,"State School","Mixed",42.1
"1038",370,139211,"Outwood Academy Shafton","AC","NSE",185,48,52,41,2,7,41.7,9.4,8,38.5,43.9,"State School","Mixed",41.5
"1039",370,140979,"Kirk Balk Academy","AC","NSE",197,53,47,32,1,8,46.2,10.7,9.8,39.5,49.4,"State School","Mixed",46.9
"1040",370,143907,"Netherwood Academy","AC","NSE",209,53,47,32,2,11,37,8.6,7.5,28.9,40.9,"State School","Mixed",35.2
"1041",370,144606,"Holy Trinity Catholic and Church of England School","AC","NSE",126,53,47,26,5,10,43,9.5,8.3,33.4,46.4,"State School","Mixed",NA
"1042",370,106651,"Darton College","CY","NSE",223,51,49,22,3,10,49.8,11.4,9.6,39.1,52.9,"State School","Mixed",42.1
"1043",370,106653,"Penistone Grammar School","CY","NSE",272,55,45,11,0,11,52.5,10.5,10.6,40.2,54,"State School","Mixed",55
"1044",370,106656,"The Dearne Advanced Learning Centre","CY","NSE",180,46,54,51,3,16,43.5,9.3,8.9,38.2,49,"State School","Mixed",39.7
"1045",370,136404,"Horizon Community College","VC","NSE",342,52,48,33,13,13,45.1,9.6,8.3,39.6,47.7,"State School","Mixed",43.4
"1046",370,131749,"Barnsley Academy","AC","NSE",165,43,57,42,5,11,44.8,9.6,8.2,35.9,51.2,"State School","Mixed",39.6
"1047",370,142320,"Park House School","INDSPEC",NA,6,100,0,NA,NA,NA,3.5,1.2,2.3,NA,NA,"Special School","Boys",NA
"1048",370,106965,"The Robert Ogden School","INDSPEC",NA,9,89,11,NA,NA,NA,2.3,0,2,NA,NA,"Special School","Mixed",1.2
"1049",370,141563,"Springwell Special Academy","ACCS",NA,13,85,15,69,0,NA,10.9,2.8,3.4,NA,NA,"Special School","Mixed",12.1
"1050",371,137066,"Ash Hill Academy","AC","NSE",108,47,53,44,3,9,43.4,9.7,8.1,40.8,45.4,"State School","Mixed",41.2
"1051",371,140964,"XP School","F","NSE",50,66,34,28,2,12,52.1,11.8,8.8,47.4,53.9,"State School","Mixed",NA
"1052",371,141354,"Mexborough Academy","AC","NSE",149,49,51,47,6,14,37.7,9.3,7.1,29.3,45.1,"State School","Mixed",31.3
"1053",371,143938,"Outwood Academy Danum","AC","NR",185,50,50,41,13,21,46.5,10.5,9.1,38.6,51.8,"State School","Mixed",46.8
"1054",371,144364,"Sir Thomas Wharton Academy","ACC","NR",164,48,52,26,3,6,44.6,9.4,8.9,38.1,46.9,"State School","Mixed",39.3
"1055",371,146370,"Astrea Academy Woodfields","AC","NR",163,52,48,48,20,21,32.3,7.5,6.1,25.9,38.2,"State School","Mixed",NA
"1056",371,138314,"Armthorpe Academy","ACC","NSE",84,50,50,26,7,11,45.3,10.8,8.1,45.2,45.4,"State School","Mixed",41.6
"1057",371,137472,"Don Valley Academy","ACC","NSE",146,45,56,42,3,8,44,10,8.5,39.4,47.3,"State School","Mixed",42.2
"1058",371,137603,"Ridgewood School","ACC","NSE",226,50,50,18,3,10,48.1,10.1,9.5,38.9,50.1,"State School","Mixed",47.3
"1059",371,138116,"Campsmount Academy","ACC","NSE",120,55,45,40,1,12,45.3,9.5,8.2,36.6,51.1,"State School","Mixed",47.1
"1060",371,137899,"Hungerhill School","ACC","NSE",221,50,50,16,3,6,47.9,10.4,9.1,39.9,49.4,"State School","Mixed",51.4
"1061",371,137842,"Hall Cross Academy","ACC","NSE",260,44,56,37,22,10,46.4,9.8,9.1,36.1,52.5,"State School","Mixed",43.7
"1062",371,140865,"The McAuley Catholic High School","ACC","NSE",266,43,57,17,18,9,45.8,9.7,9.3,40.6,46.8,"State School","Mixed",46.3
"1063",371,136675,"Rossington All Saints Academy","AC","NSE",113,48,52,32,3,14,49,11.1,9.4,45.4,50.6,"State School","Mixed",46.3
"1064",371,136672,"The Hayfield School","ACC","NSE",176,42,59,13,5,7,53.4,10.9,11.4,38.8,55.6,"State School","Mixed",49.4
"1065",371,135007,"Trinity Academy","AC","NSE",205,52,48,22,3,8,40.7,9.1,7.5,33.7,42.8,"State School","Mixed",43
"1066",371,135942,"De Warenne Academy","AC","NSE",121,46,55,35,3,7,43.1,9.8,7.6,33.8,48.1,"State School","Mixed",40
"1067",371,135963,"Outwood Academy Adwick","AC","NSE",193,50,50,36,2,9,41.8,10.2,8,33.3,46.6,"State School","Mixed",42.4
"1068",371,140816,"North Bridge Enterprise College","INDSPEC",NA,24,83,17,NA,NA,NA,2.5,0.6,1.1,NA,NA,"Special School","Mixed",NA
"1069",371,144346,"Pennine View School","ACS",NA,18,72,28,61,11,NA,0.6,0,0.6,0.9,0,"Special School","Mixed",NA
"1070",371,135547,"Stone Hill School","CYS",NA,15,73,27,27,7,NA,1.2,0,1.2,NA,NA,"Special School","Mixed",0.8
"1071",372,140553,"Rawmarsh Community School","AC","NR",163,48,52,38,1,18,45,8.9,8,36.4,50.3,"State School","Mixed",45.4
"1072",372,140459,"Oakwood High School","ACC","NSE",203,49,51,25,34,8,49,10.5,8.9,43.5,50.8,"State School","Mixed",47.1
"1073",372,143141,"Swinton Academy","AC",NA,136,49,52,31,2,6,48.2,10.2,9.7,38.4,52.6,"State School","Mixed",40
"1074",372,143545,"Clifton Community School","AC","NSE",151,47,53,57,40,25,37.8,8.3,6.3,33.2,43.8,"State School","Mixed",NA
"1075",372,141853,"Winterhill School","ACC","NSE",201,52,48,33,20,19,42.5,9,8.3,35.2,46.1,"State School","Mixed",41.9
"1076",372,139992,"Wingfield Academy","ACC","NSE",143,48,52,38,4,22,48.6,9.7,9.1,43.6,51.7,"State School","Mixed",47.5
"1077",372,106954,"Wath Comprehensive School : A Language College","FD","NSE",277,50,50,21,1,16,44.7,9.1,8.7,32.4,47.9,"State School","Mixed",45.8
"1078",372,140646,"Wickersley School and Sports College","ACC","NSE",336,56,44,17,2,17,51.1,10.2,10.4,41.5,53,"State School","Mixed",53.2
"1079",372,140254,"Thrybergh Academy and Sports College","ACC","NSE",82,46,54,54,5,15,35,7.3,6.6,30.7,40,"State School","Mixed",35.5
"1080",372,136718,"Aston Academy","ACC","NSE",291,50,50,22,2,11,48.3,10.1,10.2,38.5,51.1,"State School","Mixed",48.6
"1081",372,141730,"Dinnington High School","ACC","NSE",173,53,47,27,1,17,40.5,8.9,7.4,32.6,43.3,"State School","Mixed",35.1
"1082",372,136301,"Brinsworth Academy","ACC","NSE",227,51,49,33,14,10,42.9,9,8.1,37.3,45.7,"State School","Mixed",43.4
"1083",372,136331,"Wales High School","ACC","NSE",248,53,47,24,2,13,46.5,9.5,9.2,36.7,49.7,"State School","Mixed",46.4
"1084",372,106962,"Saint Pius X Catholic High School A Specialist School in Humanities","VA","NSE",128,41,59,20,9,13,44.9,9.3,8.9,35,47.4,"State School","Mixed",42.6
"1085",372,138329,"St Bernard's Catholic High School","ACC","NSE",129,56,44,20,4,7,46.5,10,8.5,31.8,50.3,"State School","Mixed",48
"1086",372,136042,"Maltby Academy","AC","NSE",181,54,46,35,2,18,43.3,9.1,8.5,34.1,48.3,"State School","Mixed",41.4
"1087",372,106966,"Newman School","CYS",NA,16,81,19,31,13,NA,0.9,0.3,0,NA,NA,"Special School","Mixed",NA
"1088",372,142768,"Abbey School","ACS",NA,16,50,50,75,19,NA,6.1,2,0.9,NA,NA,"Special School","Mixed",5.1
"1089",373,138414,"Chaucer School","AC","NSE",131,60,41,59,5,21,29.7,6.1,6.4,25.6,35.5,"State School","Mixed",33.9
"1090",373,139334,"Firth Park Academy","AC","NSE",181,49,51,61,34,14,36.3,8.1,6.3,32.8,41.6,"State School","Mixed",38.2
"1091",373,139695,"Utc Sheffield City Centre","UTC","NSE",101,76,24,28,2,22,40.3,7.9,8.8,37.5,41.4,"State School","Mixed",37.5
"1092",373,140415,"Outwood Academy City","AC","NSE",165,46,55,36,5,13,44.4,10,8.4,36.9,48.6,"State School","Mixed",46.8
"1093",373,140547,"Forge Valley School","AC","NSE",188,55,45,20,8,12,46.4,10.1,8.7,37.2,48.6,"State School","Mixed",45.7
"1094",373,140821,"Newfield Secondary School","AC","NSE",202,49,51,39,21,7,46.5,9.6,8.8,39.5,50.9,"State School","Mixed",47.5
"1095",373,142605,"UTC Sheffield Olympic Legacy Park","UTC","NR",98,51,49,19,7,7,48.9,10.1,9.6,47.5,49.2,"State School","Mixed",44.3
"1096",373,145191,"Ecclesfield School","AC","NR",333,53,47,29,2,16,45.5,9.3,8.6,37.1,49,"State School","Mixed",NA
"1097",373,145943,"Yewlands Academy","AC","NR",150,49,51,36,3,14,43,9.1,8.2,35.3,47.3,"State School","Mixed",NA
"1098",373,139856,"Hinde House 3-16 School","ACC","NSE",160,49,51,54,49,18,36.1,7.3,7.5,30,43.3,"State School","Mixed",35.3
"1099",373,139167,"Silverdale School","ACC","NSE",183,52,48,12,26,16,59,11.8,11.7,43,61.2,"State School","Mixed",57
"1100",373,138841,"King Ecgbert School","ACC","NSE",194,54,46,24,34,9,55.6,11,11.5,41.7,59.9,"State School","Mixed",53.9
"1101",373,138069,"Tapton School","ACC","NSE",223,48,53,21,20,15,56.1,12,11,43.2,59.4,"State School","Mixed",57.6
"1102",373,107135,"Westfield School","FD","NSE",230,51,49,21,0,13,41.5,8.5,8,27.8,45.1,"State School","Mixed",41.3
"1103",373,145455,"High Storrs School","ACC","NSE",244,49,51,8,9,5,56.3,12.4,11.1,42.2,57.5,"State School","Mixed",NA
"1104",373,107140,"King Edward VII School","CY","NSE",227,41,59,34,44,4,51.3,10.9,9.9,41.3,56.4,"State School","Mixed",46.4
"1105",373,145274,"Stocksbridge High School","ACC","NSE",153,42,58,22,0,14,47.2,10.4,9,38.9,49.5,"State School","Mixed",NA
"1106",373,139101,"Bradfield School","ACC","NSE",170,47,54,11,1,14,49.7,10.2,9.7,32.3,51.9,"State School","Mixed",50
"1107",373,143963,"The Birley Academy","ACC","NSE",224,55,45,25,1,20,39.6,8.6,7.2,26.7,43.9,"State School","Mixed",40.7
"1108",373,141495,"Handsworth Grange Community Sports College","ACC","NSE",202,54,47,34,24,14,45.4,9.6,8.3,38.4,48.9,"State School","Mixed",46.2
"1109",373,138545,"Meadowhead School Academy Trust","ACC","NSE",316,57,43,26,4,8,47.2,9.7,9,36.2,51.1,"State School","Mixed",45.7
"1110",373,138925,"Fir Vale School","ACC","NSE",185,50,50,53,60,29,34.4,7,6,25.8,44.1,"State School","Mixed",31.3
"1111",373,138361,"Notre Dame High School","ACC","NSE",204,48,52,13,5,1,56.7,11.6,11.2,42.6,58.9,"State School","Mixed",56.1
"1112",373,138337,"All Saints' Catholic High School","ACC","NSE",202,48,52,27,32,7,50,10.7,9.5,41,53.4,"State School","Mixed",48.3
"1113",373,131895,"Sheffield Park Academy","AC","NSE",163,44,56,63,24,4,40.8,7.4,6.9,36.9,47.3,"State School","Mixed",43.1
"1114",373,131896,"Sheffield Springs Academy","AC","NSE",112,55,46,64,18,10,38.6,7.2,6.5,36.7,42.1,"State School","Mixed",46.8
"1115",373,135934,"Parkwood E-Act Academy","AC","NSE",156,53,47,58,44,28,34.2,7.4,6.9,30.5,39.5,"State School","Mixed",31.5
"1116",373,107169,"Bents Green School","CYS",NA,35,69,31,63,3,NA,2,0.2,1.2,1.8,2.5,"Special School","Mixed",5.5
"1117",373,126705,"Heritage Park School","FDS",NA,18,89,11,89,6,NA,1.4,0,1.2,NA,NA,"Special School","Mixed",7
"1118",373,126712,"Holgate Meadows School","FDS",NA,21,91,10,86,10,NA,5.9,1,2.3,NA,NA,"Special School","Mixed",6.4
"1119",380,137277,"Dixons Kings Academy","F","NSE",162,57,43,38,69,4,56,11.4,10.8,52,58.4,"State School","Mixed",57.6
"1120",380,138251,"Dixons Trinity Academy","F","NSE",111,60,40,36,6,26,59.4,12.6,10.7,55.9,61.4,"State School","Mixed",63.2
"1121",380,139474,"One In A Million Free School","F","NSE",61,74,26,46,53,25,30.2,7.1,5.6,27.1,32.8,"State School","Mixed",30.1
"1122",380,139995,"Oasis Academy Lister Park","AC","NSE",151,52,48,52,70,11,35.5,7.2,6.7,33.6,37.6,"State School","Mixed",36.9
"1123",380,140569,"St Bede's and St Joseph's Catholic College","VA","NSE",287,47,53,20,21,18,46.8,10.2,8.6,40.6,48.3,"State School","Mixed",45.1
"1124",380,141002,"Dixons McMillan Academy","F","NR",112,63,38,35,62,9,51.6,11.5,9.9,50.7,52.2,"State School","Mixed",NA
"1125",380,142031,"Beckfoot Upper Heaton","AC","NSE",66,100,0,38,55,14,39.5,8.4,7.4,35.7,41.8,"State School","Boys",43.6
"1126",380,142681,"Laisterdyke Leadership Academy","AC","NSE",170,51,49,51,61,5,32.5,7.5,6.4,29.2,35.9,"State School","Mixed",34.8
"1127",380,142761,"Tong Leadership Academy","AC","NSE",177,54,46,53,33,26,35.3,8.4,6.4,29.4,42.1,"State School","Mixed",36.9
"1128",380,142825,"Buttershaw Business & Enterprise College Academy","AC","NSE",240,49,51,36,8,15,42.2,8.4,7.7,32.9,47.5,"State School","Mixed",39.1
"1129",380,143112,"Beckfoot Oakbank","AC","NSE",267,53,47,38,19,13,38.1,8.1,7.2,31,42.5,"State School","Mixed",41.5
"1130",380,143113,"Queensbury Academy","AC","NSE",154,56,44,30,25,16,35.3,8.5,6.7,25.5,39.4,"State School","Mixed",36.6
"1131",380,143114,"Beckfoot Thornton","AC","NSE",250,52,48,35,17,9,39.3,8.1,7.6,33.1,42.6,"State School","Mixed",36.3
"1132",380,138087,"Belle Vue Girls' Academy","ACC","NSE",179,NA,100,43,46,13,44.3,10.3,7.8,41.9,46,"State School","Girls",45.2
"1133",380,145173,"Appleton Academy","AC","NR",148,40,60,38,16,17,39.5,8.7,7.6,29.9,45.3,"State School","Mixed",38
"1134",380,139975,"Beckfoot School","ACC","NSE",266,53,47,19,15,9,50.5,11.1,9.5,37,53.7,"State School","Mixed",52
"1135",380,146198,"Dixons Cottingley Academy","AC","NSE",140,56,44,48,56,19,32.2,7.4,6.2,28.5,35.7,"State School","Mixed",NA
"1136",380,107395,"Titus Salt School","CY","NSE",244,54,46,30,19,7,41.6,8.2,8,32.9,45.3,"State School","Mixed",39.9
"1137",380,107413,"Carlton Bolling College","CY","NSE",235,56,44,39,92,32,39,8.1,7.1,37.4,40.1,"State School","Mixed",42
"1138",380,139982,"Grange Technology College","ACC","NSE",273,54,46,46,84,26,34.4,8.5,6,29.1,38.9,"State School","Mixed",33.6
"1139",380,132217,"Parkside School","FD","NSE",168,54,46,17,3,24,47.4,10.3,9.4,40.8,48.7,"State School","Mixed",43.7
"1140",380,136905,"Ilkley Grammar School","ACC","NSE",246,58,42,8,1,19,59.8,11.9,11.1,43.8,61.3,"State School","Mixed",56.7
"1141",380,107428,"The Holy Family Catholic School","VA","NSE",155,55,45,32,12,21,36.3,8.5,7.1,32.4,38.1,"State School","Mixed",40.3
"1142",380,136962,"Feversham Academy","ACC","NSE",121,NA,100,37,46,6,53.9,11.7,9.5,51.8,55.2,"State School","Girls",49.5
"1143",380,142590,"Immanuel College","ACC","NSE",200,58,42,24,1,13,49.7,9.6,9.4,39.3,52.9,"State School","Mixed",47.1
"1144",380,107439,"Bingley Grammar School","VA","NSE",296,57,43,19,16,4,48.8,10.6,9.9,38.5,51.2,"State School","Mixed",47.7
"1145",380,107440,"Hanson School","FD","NSE",233,40,61,38,32,9,34.6,7.8,7.7,27.9,38.6,"State School","Mixed",34.7
"1146",380,140204,"Bradford Girls' Grammar School","F","NSE",106,NA,100,27,37,11,51.3,11,9.8,45.8,53.4,"State School","Girls",56.6
"1147",380,130909,"Dixons City Academy","AC","NSE",165,52,48,29,33,14,53.1,11.5,10.1,46.8,55.6,"State School","Mixed",54.5
"1148",380,135367,"Bradford Academy","AC","NSE",228,55,45,47,37,22,36.1,8.2,7.3,30.5,40.9,"State School","Mixed",38.3
"1149",380,135866,"Dixons Allerton Academy","AC","NSE",227,60,40,42,73,15,44.4,9.6,8.1,40.1,47.6,"State School","Mixed",46.5
"1150",380,136198,"University Academy Keighley","AC","NSE",143,46,54,37,87,10,36.5,8.5,6.7,34.2,37.8,"State School","Mixed",37.1
"1151",380,141603,"Training and Skills Centre","INDSPEC",NA,6,67,33,NA,NA,NA,0,0,0,NA,NA,"Special School","Mixed",NA
"1152",380,138099,"Oastlers School","CYS",NA,14,86,14,93,7,NA,10.9,1.1,3.4,NA,NA,"Special School","Mixed",20.1
"1153",381,107561,"Park Lane Learning Trust","FD","NSE",91,57,43,51,2,13,31,7.4,7.2,28.4,33.7,"State School","Mixed",26.4
"1154",381,107562,"Calder High School, The Calder Learning Trust","FD","NSE",182,50,50,25,14,21,49.9,11.5,8.4,39.8,53.3,"State School","Mixed",51.8
"1155",381,107563,"Sowerby Bridge High School","CY","NSE",133,47,53,50,49,14,45.4,10,7.7,40.7,50.1,"State School","Mixed",41.6
"1156",381,107564,"Todmorden High School","CY","NSE",114,41,59,25,8,15,41.8,9.7,7.7,37.6,43.3,"State School","Mixed",43.3
"1157",381,140326,"The Halifax Academy","ACC","NSE",177,52,48,40,94,11,46.9,10.1,8.2,44.3,48.6,"State School","Mixed",43.6
"1158",381,136788,"The North Halifax Grammar School","ACC","SEL",161,50,50,3,3,3,68.3,14.1,13.6,NA,NA,"Grammar School","Mixed",66.7
"1159",381,139182,"The Crossley Heath School","ACC","SEL",158,47,53,10,8,0,72.9,14.1,15.2,73.8,72.8,"Grammar School","Mixed",73.5
"1160",381,137444,"Rastrick High School","ACC","NSE",261,52,48,22,7,11,48.9,10.5,9.9,38.6,51.9,"State School","Mixed",49.8
"1161",381,137036,"Lightcliffe Academy","AC","NSE",249,53,47,26,2,8,41,8.9,7.9,32.8,43.9,"State School","Mixed",43.1
"1162",381,137521,"The Brooksbank School","ACC","NSE",277,49,51,18,3,13,46.7,9.9,9,35.4,49.1,"State School","Mixed",46.7
"1163",381,136604,"Brighouse High School","ACC","NSE",220,54,46,11,2,21,45.7,10.2,8.8,31.5,47.6,"State School","Mixed",46.3
"1164",381,141307,"Ryburn Valley High School","ACC","NSE",227,52,49,25,6,14,48.3,9.9,9.4,39.3,51.4,"State School","Mixed",49
"1165",381,136094,"Trinity Academy, Halifax","AC","NSE",281,53,47,35,4,10,52.7,10.1,9.6,44.1,57.4,"State School","Mixed",51.4
"1166",381,107589,"William Henry Smith School","NMSS",NA,8,100,NA,NA,NA,NA,3.6,0.6,0.5,NA,NA,"Special School","Boys",3.3
"1167",382,138706,"King James's School","ACC","NSE",179,45,55,16,3,8,49,10.1,9.7,34.6,51.8,"State School","Mixed",47.5
"1168",382,139076,"Manor Croft Academy","AC","NSE",102,59,41,41,13,6,52.1,11.4,10.6,47.9,55,"State School","Mixed",52.2
"1169",382,107755,"Royds Hall Community School","FD","NSE",168,53,47,33,38,13,38.4,8.5,8.2,33,41,"State School","Mixed",38.1
"1170",382,140660,"Colne Valley High School","AC","NSE",225,49,51,25,3,9,43.2,9.7,8.2,35.7,45.7,"State School","Mixed",41.5
"1171",382,142406,"Upper Batley High School","AC","NSE",124,100,NA,29,52,10,40.5,8.7,8.3,31.4,44.2,"State School","Boys",37
"1172",382,146367,"Castle Hall Academy","ACC","NR",164,56,45,32,67,16,40.6,8.8,8.1,34.4,43.5,"State School","Mixed",NA
"1173",382,107756,"Netherhall Learning Campus High School","CY","NSE",98,38,62,55,8,10,36.9,8.5,7.4,30,45.5,"State School","Mixed",39.3
"1174",382,137869,"Salendine Nook High School Academy","ACC","NSE",259,53,47,15,14,10,49.1,10.4,9.8,42.5,50.3,"State School","Mixed",46
"1175",382,107758,"Almondbury Community School","CY","NSE",50,54,46,42,6,12,33.2,7.8,6.7,27.4,37.3,"State School","Mixed",35
"1176",382,137500,"Moor End Academy","ACC","NSE",185,40,60,45,38,23,40.7,9.1,7.7,33.7,46.5,"State School","Mixed",39.9
"1177",382,107761,"Newsome High School","CY","NSE",108,49,51,31,17,12,40.8,8.2,8.2,37.4,42.3,"State School","Mixed",40.1
"1178",382,107763,"Honley High School","FD","NSE",251,53,47,23,8,5,46.2,10.3,8.9,38.3,48.5,"State School","Mixed",52.9
