"convo_id","message_from","created_at"
66,"admin",2020-07-22 07:18:57
67,"user",2020-07-21 20:45:58
67,"user",2020-07-21 20:46:06
67,"user",2020-07-21 20:46:24
67,"admin",2020-07-22 08:27:22
67,"admin",2020-07-22 08:53:32
67,"admin",2020-07-23 07:49:44
67,"admin",2020-07-26 13:52:31
68,"user",2020-07-21 20:53:57
68,"user",2020-07-21 21:03:08
68,"admin",2020-07-22 03:56:36
68,"admin",2020-07-22 03:56:38
69,"user",2020-07-21 20:56:00
69,"admin",2020-07-22 08:42:39
69,"admin",2020-07-23 07:04:55
70,"user",2020-07-21 20:58:58
70,"user",2020-07-21 20:59:17
70,"user",2020-07-21 21:46:35
70,"admin",2020-07-22 00:42:28
70,"admin",2020-07-22 00:57:16
70,"admin",2020-07-22 01:06:31
70,"admin",2020-07-23 00:45:50
70,"user",2020-07-23 06:10:02
70,"admin",2020-07-23 06:10:03
70,"admin",2020-07-23 06:23:37
70,"admin",2020-07-23 06:23:41
70,"admin",2020-07-24 09:09:28
71,"user",2020-07-21 21:13:26
71,"user",2020-07-21 21:13:30
71,"user",2020-07-21 21:13:37
71,"user",2020-07-21 21:13:41
71,"user",2020-07-21 21:13:53
71,"user",2020-07-21 21:13:59
71,"user",2020-07-21 21:14:39
71,"admin",2020-07-22 00:42:14
71,"admin",2020-07-22 00:55:53
